抛弃,abandon
可以呼吸的,respirable
呼吸,respirer
责任,responsabilité
负责的,responsable
相像,ressemblance
和……相像,ressembler
愤恨,ressentiment
感觉,ressentir
狭窄的,resserré
弹簧,ressort
再出来,ressortir
办法,ressource
饭店,restaurant
饭店老板,restaurateur
饭店行业,restauration
其余,reste
留下,rester
受限制,restreint
结局,résultat
由此,résulter
概括,résumer
迟到,retard
延迟,retarder
记住,retenir
缄默,réticence
提取,retirer
反驳,rétorquer
修改,retoucher
返回,retour
返回,retourner
提取,retrait
退休,retraite
退休者,retraité
转播,retransmettre
仿古的,rétro
回想起,rétrospectif
重逢,retrouvailles,pl
retrouver重逢
后视镜,rétroviseur
会议,réunion
留尼汪的,réunionnais
réunir合并
成功,réussite
梦,rêve
苏醒,réveil
réveiller醒
年夜饭,réveillon
聚餐,réveillonner
显示,révélateur
泄露,révélation
泄露,révéler
幽灵,revenant
转卖,revendre
返回,revenir
半路折回,revenir,sur,ses,pas
收人,revenu
做梦,rêver
沉思,rêverie
穿上,revêtir
用……装饰,revêtu,de
再转账,revirement
复习,réviser
重新见到,revoir
revoir再见
反叛,révolte
反抗,révolter
已过去的,révolu
革命,révolution
法国大革命,Révolution,Française
手枪,revolver
废除,révoquer
杂志,revue
底楼,rez-de-chaussée
犀牛,rhinocéros
冷笑,ricaner
富裕的,riche
财富,richesse
起皱的,ridé
可笑的,ridicule
什么也没有,rien
硬直的,rigide
笑,rigoler
好笑的,rigolo
严格的作风,rigorisme
严厉,rigueur
冲洗,rincer
火钳,ringard
笑,rire
冒险,risque
risque冒一次风险
冒险,risquer
rituel丰乙仪的
海滨,rivage
竞争,rivaliser
竞争,rivalité
铆钉,rivet
河,rivière,pl
稻谷,riz
连衣裙,robe
机器人,robot
强壮的,robuste
岩石,roc
多石子的,rocailleux
岩石,roche
悬岩,rocher
摇滚乐,rock
国王,roi
作用,rôle
小说,roman
侦探小说,roman,policier
小说家,romancier,,ère
中止,rompre
折断的,romptue
圆的,rond
打鼾,ronfler
ronger啃
玫瑰,rosé
露,rosée
烤肉,rôti
车轮,roue
红的,rouge
火鱼,rouget
变红,rougir
生锈的,rouillé
卷,rouleau
使滚动,rouler
依赖于,rouler,sur
有篷马车,roulotte
道路,route
红棕色的,roux
王国,royaume
联合王国,Royaume-Uni
王权,royauté
带子,ruban
红宝石,rubis
专栏,rubrique
蜂箱,ruche
粗糙的,rude
初步的,rudimentaire
街道,rue
小街,ruelle
ruer奔涌
橄榄球,rugby
粗糙的,rugueux
毁坏,ruine
破坏,ruiner
溪,ruisseau
流淌,ruisseler
流言,rumeur
折断,rupture
乡村的,rural
狡猾的,rusé
俄罗斯（联邦),Russie
粗野的,rustre
节奏,rythme
他的,sa
沙子,sable
沙壶,sablier
木鞋,sabot
木鞋制造业,sabotage
草率地做,saboter
书包,sac
手袋,sac,à,main
睡袋,sac,de,couchage
一跳一颠的,saccadé
祝圣,sacrer
献身的,sacrifié
为……而牺牲,sacrifier
乖的,sage
明智,sagesse
流血,saigner
突出的,saillant
卫生的,sain
安然无恙的,saint,et,sauf
抓紧,saisir
惊人的,saisissant
季节,saison
季节性的,saisonnier,,ère
生菜,salade
工资,salaire
领取工资的,salarié
加盐,saler
房间,salle
饭厅,salle,à,manger
洗澡间,salle,de,bain
教室,salle,de,classe
客厅,salon
向……敬意,saluer
致敬,salut
对……有益的,salutaire,à
星期六,samedi
地狱服,san-benito
批准,sanctionner
圣地,sanctuaire
凉鞋,sandales,pl
三明治,sandwich
血淋淋的,sanglant
抽泣,sanglot
公共卫生的,sanitaire
血液的,sanquin
无,sans,prê
不停地,sans,arrêt
不停地,sans,cesse
不包括,sans,compter,que
无畏地,sans,crainte
无期限地,sans,délai
可能,sans,doute
立即地,sans,plus,attendre
无家可归的人,sans-abri
健康,santé
蓝宝石,saphir
冷杉,sapin
沙丁鱼,sardine
玛瑙,sardoine
筛,sas
卫星,satellite
讽刺,satire
满意,satisfaction
使满意,satisfaire
令人满意的,satisfaisant
满意的,satisfait
暴君,satrape
调味汁,sauce
除……以外,sauf,prê
请恕我冒昧!,Sauf,votre,respect,!
柳,saule
鲑鱼,saumon
散布,saupoudrer
跳跃,saut
断电,saute,de,courant
跳跃,sauter
蚱蜢,sauterelle
野生的,sauvage
保护,sauvegarde
救生员,sauveteur
救命恩人,sauveur
萨王纳稀树草原,savane
博学的,savant
滋味,saveur
知道,savoir
能力,savoîr-faire
肥皂,savon
品尝,savourer
美味可口的,savoureux
萨克管,saxophone
神仙鱼,scalaire
丑闻,scandale
金龟子,scarabée
剧情概要,scénario
舞台,scène
舞台的,scénique
怀疑的,sceptique
锯,scie
科学,science
科学幻想,science-fiction
人文科学,science-humaines,pl
科学上的,scientifique
闪烁,scintiller
学校的,scolaire
学习期限,scolarité
炉渣,scorie
手写体,script
顾虑,scrupule
细致观察,scruter
雕塑家,sculpteur
雕塑,sculpture
再婚,se,remarier
出席,séance
干燥的,secèche
使干,sécher
干燥,sécheresse
第二的,second
次要的,secondaire
秒,seconde
摇动,secouer
援助,secourir
援助,secours
地震的震动,secousse,sismique
秘密,secret
秘密的,secret,,,ète
秘书,secrétaire
秘书处,secrétariat
部门,secteur
高精尖领域,secteur,de,pointe
世俗的,séculier,,ère
给以安全感,sécuriser
安全,sécurité
不常出门的,sédentaire
诱惑,séduction
诱惑,séduire
迷人的,séduisant
领主,seigneur
乳房,sein
地震,séisme
逗留,séjour
盐,sel
有选择性的,sélectif
选拔,sélectionner
自助餐厅,self-,service
鞍具,sellerie
根据,selon
星期,semaine
好像,sembler
看上去挺合适的,sembler,bon
鞋底,semelle
播种,semer
一学期,semestre
讨论会,séminaire
责怪某人,s'en,prendre,à
参议院,sénat
上议员,sénateur
老年的,sénile
成年运动员,senior
意思,sens
乱七八糟,sens,dessus,dessous
感觉,sensation
明事理的,sensé
敏感的,sensibilisé
使敏感,sensibiliser
好用格言替句的,sentencieux
香味,senteur
小路,sentier
感情,sentiment
感情上的,sentimental
肮脏潮湿的地方,sentine
感觉到,sentir
分开,séparation
使分开,séparer
九月,septembre
阴森森,sépulcral
坟墓,sépulcre
墓地,sépulture
系列,série
sérieux认真的
誓言,serment
砍柴刀,serpe
蛇形管,serpentin
温室,serre
serré拥挤的
使靠紧,serrer
锁匠,serrurier
镶嵌的,serti
服务器,serveur
服务员,serveur
乐于助人的,serviable
服务,service
服兵役,service,militaire
餐巾,serviette
servir服务上菜
使用……,servirde
他的,ses
会议,session
单独的,seul
仅仅,seulement
汁,sève
严格的,sévère
严格严厉,sévérité
性,sexe
洗发水,shampoing
假如,si
以致,si,bien,que
艾滋病,sida
世纪,siècle
座位,siège
位于,sièger
午休,sieste
吹口哨,siffler
缩略语,sigle
信号,signal
体貌特征,signalement
示意,signaler
签名,signature
信号,signe
在……签名,signer
意思,signification
意味着,signifier
寂静,silence
安静的,silencieux
火石,silex
轮廓,silhouette
条纹,sillon
划出条纹,sillonner
相似,similitude
简单的,simple
单一,simplicité
真挚的,sincère
猴子,singe
受灾的,sinistré
否则,sinon
老爷,sire
糖浆,sirop
风景点,site
互联网网址,site,internet
一……就……,sitôt,que
形势,situation
situer位于
短小喜剧,sketch
滑雪,ski
滑雪者,skieur
口号,slogan
领取各行业应达到的最低工资的工人,smicard
各行业最低保证工资,SMIG
各行业应达到的最低工资,SMLC
无尾长礼服,smoking
快餐店,snack-bar
法国国营铁路公司,SNCF
节制,sobriété
犁桦,soc
易于交往的,sociable
社会的,social
社会,société
社会文化的,socioculturel
社会学,sociologie
社会学的,sociologique
底座,socle
姐妹,soeur
丝绸,soie
渴,soif
受到照顾的,soigné
照料,soigner
照料运动员的人,soigneur
细心地,soigneusement
细心,soin
晚上,soir
晚间,soirée
即,soit
要不,soit,que
或……或……,
六十,soixante
大地,sol
太阳的,solaire
士兵,soldat
薪水,solde
削价出售的商品,solde
底版,sole
太阳,soleil
庄严的,solennel,,1e
坚固的,solide
独奏者,soliste
孤独的,solitaire
寂寞,solitude
恳求,sollicitation
恳求,solliciter
答案,solution
有清偿能力的,solvable
阴暗的,sombre
总数,somme
睡意,sommeil
打盹,sommeiller
酒务总管,sommelier,,ère
顶,sommet
昏昏欲睡的,somnolence
打瞌睡,somnoler
somptueux奢侈的
奢华,somptuosité
他的,son
声纳,sonar
奏鸣曲,sonate
民意测验,sondage
梦,songe
按铃,sonner
门铃,sonnerie
扩音设备,sono
sophistiqué掺假的
巫术,sorcellerie
巫师,sorcier,,ère
命运,sort
出走,sortie
出去,sortir
sortir脱身
钱,sou
忧虑,souci
忧虑的,soucieux
茶托,soucoupe
突然,soudain
焊接,souder
焊接,soudure
喘气,souffle
蛋奶酥,soufflé
吹气,souffler
风箱,soufflet
抽耳光,souffleter
忍受,souffrir
所希望的,souhaitable
祝愿,souhaiter
弄脏,souiller
使轻松的,soulagé
减轻,soulagement
减轻,soulager
暴动,soulèvement
激怒,soulever
鞋,soulier
强调指出,souligner
soumettre服从
顺从的,soumisse
猜疑,soupçon
猜疑,soupçonner
汤,soupe
用夜宵,souper
掂量,soupeser
叹气,soupir
气窗,soupirail
叹气,soupirer
柔软的,souple
柔韧,souplesse
来源,source
眉毛,sourcil
聋的,sourdre
微笑的,souriant
微笑,sourire
阴险的,sournois
在……下面,sous
以……的形式,sous,la,forme,de,prê
被关在牢里,sous,les,verrous
违者……以论处,sous,peine,de,prê
以……为借口,sous,prétexte,de,pfé
暗示,sous-entendu
地下室,sous-sol
现出字幕,sous-tirage
减法,soustraction
舱,soute
支持,soutenir
地下的,souterrain
支持（者）,soutien
纪念品,souvenir
souvenir记得
经常地,souvent
spacieux宽敞的
空间的,spatial
专门的,spécial
专门〔化)的,spécialisé
专家,spécialiste
特色,spécialité
餐馆的拿手菜,spécialité-maison
样品,spécimen
演出,spectacle
壮观的,spectaculaire
spectateur观众
鬼魂,spectre
投机,spéculer
灿烂的,splendide
自发的,spontané
自发地,spontanément
体育,sport
体育的,sportif
中间有小公园的广场,square
法国社会民意测验所,SSFRES
稳定,stabilité
稳定的,stable
体育场,stade
实习,stage
实习生,stagiaire
停滞,stagner
总机话务员,standardiste
豪华,standing
明星,star
车站,station
轨道站,station,orbitale
停车,stationnement
停车,stationner
加油站,station-service
雕塑,statue
牛排,steak
青胡椒牛排,steak,au,poivre,vert
男乘务员,steward
使兴奋的,stimulant
储存,stockage
贮存,stocker
计谋,stratagème
压力,stress
严谨的,strict
结构,structure
用功的,studieux
单间公寓,studio
惊呆,stupeur
愚蠢的,stupide
风格,style
服装,styliste
钢笔,stylo
下属的,subalterne
遭受,subir
征服,subjuguer
淹没,submerger
从属的,subordonné
偷偷摸摸地,subrepticement
存在,subsister
诡计,subterfuge
补助金,subvention
破坏性的,subversif
succéder接替
成功,succès
继承,succession
屈服,succomber
糖,sucre
加糖,sucrer
南,sud
瑞典,Suède
汗,sueur
suffire满足
足够地,suffisamment
建议,suggérer
瑞士,Suisse
瑞士的,suisse
跟随,suite
de由于,suite
下列的,suivant
连续的,suivi
跟随,suivre
主语,sujet
关于,sujet,deprê
隶属,sujétion
好极了的,superbe
面积,superficie
超级市场,supermarché
卓越人才,super-phénix
叠放,superposition
超级预防的,superpréventif
超音速的,supersonique
取代,supplanter
补票,supplément
哀求的,suppliant
哀求,supplier
支持,support
支持,supporter
假设,supposer
废除,suppression
在……上面,sur,prêp
即刻地,sur,le,coup
正要,sur,le,point,de
立即,sur,l'heure
相信,sur,ta,foi,de,prép
肯定的,sûr
过时的,suranné
接骨木,sureau
当然,sûrement
确定,sûreté
面积,surface
冲浪,surfer
立即,sur-le-eamp
克服,surmonter
突出,surplomber
剩余,surplus
surprenant令人惊奇的
使惊奇,surprendre
惊奇的,surpris
意料不到的事,surprise
生产过剩,surproduction
惊跳,sursauter
特别,surtout
况且,surtout,que
被监视的,surveillé
监视,surveiller
厚运动衫,survêtement
幸存,survie
幸存,survivre
飞越,survoler
易感受……的,susceptible
刺激,susciter
嫌疑犯,suspect
可疑的,suspect
悬挂,suspendre
悬念,suspense
用爵士乐的节奏演奏,swinguer
干,s'y,prendre
象征,symbole
象征性的,symbolique
友好的,sympa
给人好感的,sympathique
愉快地,sympathiquement
交响乐,symphonie
症状,symptôme
犹太教堂,synagogue
切分的,syncopé
工会,syndicat
旅游事业联合会,syndicat,d'initiative
综合,synthèse
系统地,systématiquement
系统,système
烟草,tabac
床头柜,table,de,nuit
布告栏,tableau
,tablette
围裙,tablier
禁忌,tabou
污点,tache
任务,tâche
tâcher努力
尺寸,taille
规模,taille,détablissernent
切割,tailler
裁缝,tailleur
taire沉默
天赋,talent
脚后跟,talon
鼓,tambour
铃鼓,tambourin
然而,tandis,que
前后颠簸,tanguer
油舱,tank
制革,tanner
如此,tant
太好了,tant,mieux
可惜,tant,pis
不论……还是……,
伯母,tante
马上,tantôt
坦桑尼亚,Tanzani,e
坦桑尼亚人,Tanzanien,n*
喧闹,tapage
地毯,tapis
铺满,tapisser
轻敲,tapoter
逗弄,taquiner
晚,tard
耽搁,tarder
有疵点的,taré
价格,tarif
费率的,tarifaire
奶油水果馅饼,tarte
面包片,tartine
堆,tas
杯子,tasse
tâter触摸
鼹鼠丘,taupinière
公牛,taureau
定价,taux
税,taxe
出租车,taxi
技术,technique
技术上,techniquement
工艺,technologie
参考,Téférer
染色,teint
洗染商,teinturier,,ère
这样的,tel
电视,télé
电话卡,télécarte
遥控,télécommande
电信,télécommunication
电报,télégramme
架空索道,téléphérique
电话,téléphone
téléspectateur
电视播出,télévisé
电视接收机,téléviseur
电视,télévision
电传电报,télex
这样地,tellement
证据,témoignage
témoigner证明
证人,témoin
太阳穴,tempe
温度,température
气候温和的,tempéré
风暴,tempête
庙宇,temple
短暂的,temporel
时间,temps
temps有时,temps,en
坚韧的,tenace
钳子,tenaille
受折磨的,tenaille
倾向,tendance
温柔的,tendre
温柔地,tendrement
温存,tendresse
黑暗,ténèbres,pl
tenir坚持要
考虑,tenir,compte,de
开会,tenir,un,conseil
网球,tennis
紧张,tension
企图,tentative
帐篷,tente
试图,tenter
管理道路,tenue,de,route
终点站,terminal
毕业班,terminale
完成,terminer
终点,terminus
词语,ternie
使失去光泽,ternir
运动场地,terrain,de,sport
平台,terrasse
压垮,terrasser
人间的,terrestre
可怕的,terrible
占有土地的,terrien
使惊吓,terrifier
领土,territoire
土地,terroir
使恐怖,terroriser
恐怖主义,terrorisme
第三的,tertiaire
圣约书,testament
头,tête
tête生气
线路的起点,tête,de,ligne
吸,téter
固执的,têtu
纺织〔的),textile
高速火车,TGV
剧场,théâtre
茶壶,théière
主题,thématique
主题,thème
定理,théorème
热的,thermique
论文,thèse
金枪鱼,thon
百里香,thym
票,ticket
温热的,tiède
三度,tierce
前三名独赢,tiercé
茎,tige
虎,tigre
锻树,tilleul
邮票,timbre
害羞的,timide
羞怯地,timidement
辕木,tîmon
舵手,timonier
胆小怕事的,tiniore
钟声,tintement
敲打,tinter
印刷量,tirage
穿久走样的,tiraillé
开塞器,tire-bouchon
拉,tirer
抽签,tirer,au,sort
缝,tirer,l'aiguille
抽屉,tiroir
草药汤剂,tisane
织造,tissage
织,tisser
布,tissu
称号,titre
正式的,titulaire
toast干一杯
布,toile
蛊洗室,toilettes,pl
法国旧长度单位,toise
〔人或动物的)浓密的毛,toison
屋顶,toit
宽容,tolérance
宽容的,tolérant
容许,tolérer
西红柿,tomate
坟墓,tombe
陵墓,tombeau
摔倒,tomber
正巧,tomber,bien
以实物做奖品的摇彩,tombola
卷,tome
口气,ton
拨号音,tonalité
剪,tondre
被侵蚀的,Tongé
tonitruant雷鸣似的
吨,tonne
木桶,tonneau
打雷,tonner
雷声,tonnerre
直筒无边高,toque
湍流,torrent
错误,tort
tort犯错误
龟,tortue
拷问,torture
拷问,torturer
总数,total
全部的,total
全部地,totalement
总计,totaliser
全部,totalité
图腾,totem
关于,touchant,prê
接触,touche
被触及的,touché
触摸,toucher
簇,touffe
总是,toujours
塔,tour
tour兜一圈
壮举,tour,de,force
France环法自行车赛,tour,de
腰围,tour,de,taille
艾菲尔铁塔,Tour,Eiffel
旋风,tourbillon
形成旋涡,tourbillonner
旅游业,tourisme
旅游者,touriste
旅游的,touristique
折磨,tourmenter
拍摄,tournage
拐角,tournant
电唱机,tourne,disque
巡游,tournée
拐弯,tourner
转弯抹角,tourner,autour,du,pot
嘲弄某人,tourner,qqn,en
螺丝刀,tournevis
联赛,tournoi
表达方式,tournure
圆形大面包,tourteau
斑鸠,tourterelle
咳嗽,tousser
突然地,tout,à,coup
完全地,tout,à,fait
首先,tout,d'abord
仍然,tout,de,même
立即,tout,de,suite
笔直地,tout,droit
然而,toutefois
有毒的;毒物,toxique
害怕,trac
忙乱,tracas
画,tracer
牵引,traction
传统,tradition
传统的,traditionnel
传统地,traditionnellement
翻译,traduction
翻译,traduire
运输,trafic
奸商,trafiquant
贩卖,trafiquer
悲剧的,tragique
火车,train
生活排场,train,de,vie
条痕,trainée
连字符,trait
行程,traite
条约,traité
处理,Traitement
对待,traiter
外卖,traiteur
特点,traits
路程,trajet
西北风,tramontane
薄片,tranche
切开的,tranché
安心的,tranquille
转移,transférer
改变,transformation
使变革,transformer
使冻僵,transir
传送,transition
转达,transmettre
可转让的,transmissible
转让,transmission
隐约显出,transparaître
渗出,transpirer
移植,transplantation
运输,transport
运输,transporter
吊杠运动员,trapéziste
工作,travail
工作,travailler
穿过,travers
横渡,traversée
穿过,traverser
失脚,trébucher
发抖,tremblement
地震,tremblement,de,terre
震动,trembler
三十左右,trentaine
死亡,trépas
很,très
战栗,tressaillir
露天舞台,tréteau
三角形,triangle
三角形的,triangulaire
部落,tribu
法院,tribunal
作弊,tricher
编结,tricoter
分拣,trier
胜利,triomphe
忧愁的,triste
优愁地,tristement
忧愁,tristesse
物物交换,troc
女贞树,troène
无轨电车,trolleybus
tromper弄错
欺骗,tromperie
骗人的,trompeur
树于,Tronc
段,tronçon
御座,trône
太,trop
热带的,tropical
碎步小跑,trottiner
人行道,trottoir
洞,trou
记忆的空白,trou,de,mémoire
使搅浑,troubler
打洞,trouer
群,troupeau
部队,troupes,pl
一小捆,trousseau
找到,trouver
流氓,truand
诀窍,truc
鳟鱼,truite
作弊,truquage
作弊,truquer
杀死,tuer
声嘶力竭地,tue-têle
郁金香,tulipe
嘈杂的,tumultueux
内长衣,tunique
隧道,tunnel
头巾,turban
涡轮机,turbine
喧闹,turbulence
好动的,turbulent
用你称呼,tutoyer
管子,tuyau
类型,type
台风,typhon
典型的,typique
典型地,typiquement
暴君,tyran
以后的,ultérieur
超级的,ultra
欧盟,Union,Européenne
唯一的,unique
合并,unir
单位,unité
宇宙,univer
大学的,universitaire
大学,université
城市的,urbain
城市设计家,urbaniste
紧急的,urgent
用法,usage
使用,user,de
工厂,usine
器皿,ustensile
有用的,utile
使用,utilisation
使用,utiliser
只求实利的,utilitaire
用处,utilité
度假的人,vacances,pl
嘈杂声,vacancier,,ère
疫苗,vacarme
预防接种,vaccin
母牛,vaccination
母牛棚,vache
流浪,vacherie
浪,vagabonder
英勇,vague
战胜,vaillance
被克服的,vaincre
胜利者,vaincu
军舰,vainqueur
餐具,vaisseau
仆人,vaisselle
价值,valet
有价值的,valeur
手提箱,valeureux
谷,valise
小山谷,vallée
价值,vallon
使提高身价的,valoir
valorisant吸血鬼
破坏艺术,vampire
香子兰,vandalisme
虚荣的,vanille
吹嘘,vaniteux
赞扬,vantardise
蒸气,vanter
休假,vapeur
忙于,vaquer
变化,vaquer,à
多变化的,variation
使变化,varié
多样性,varier
小牛,variété
明星,veau
植物的,vedette
素食的,végétal
生长,végétarien
车辆,végétation
前夜,véhicule
值夜,veille
夜间警卫,veiller
夜者,veilleur,de,nuit
静脉,veine
有愿望没行动的,velléitaire
自行车,vélo
轻骑摩托车,vélomoteur
天鹅绒,velours
收获葡萄季节,vendanges,pl
营业员,vendeur
卖,vendre
星期五,vendredi
为……报仇,venger
毒液,venin
来,venir
风,vent
销售纪录,vente,record
通风,ventilation
腹部,ventre
阳台,véranda
空话,verbiage
变成绿色,verdir
一片绿色,verdure
真实的,véridique
检查,vérifier
真正的,véritable
事实,vérité
鲜红的,vermeil
涂釉的,verni
清漆,vernis
开幕式,vernissage
梅毒,vérole
玻璃,verre
verre喝一杯
拴,verrou
朝向,vers,prê
缴,verser
译文,version
翡翠绿,vert
绿色的,vert
头晕,vertige
道德,vertu
上装,veste
衣帽间,vestiaire
遗迹,vestige
衣服的,vestimentaire
兽医,vétérinaire
衣服,veterrient
穿了衣服的,vêtu
鳏夫,veuf
鳏居,veuvage
肉,viande
反之亦然,vice,versa
遇难者,victime
胜利,victoire
空的,vide
垃圾道,vide-ordures
清空,vider
生活,vie
老人,vieillard
变老,vieillir
变老,vieillissement
老的,vieux,f,viel
活跃的,vif
水银,vifargent
警惕,vigilance
警惕的,vigilant
葡萄园,vigne
vigneron种葡萄者
健壮的,vigoureux
精力,vigueur
别墅,villa
村庄,village
城市,ville
酒,vin
小型招待酒会,vin,d'honneur
醋,vinaigre
二十来个,vingtaine
强奸,viol
猛烈,violence
紫罗兰的,violet
堇菜,violette
小提琴,violon
大提琴,violoncelle
转弯,virage
转账,virer
潜在的,virtuel
病毒,vîrus
签证,visa
面孔,visage
瞄准,viser
观看,visionner
访问,visite
参观,visiter
拧紧,visser
视觉地,visuellement
生命的,vital
快,vite
速度,vitesse
巡航速度,vitesse,de,croisière
种葡萄的,viticole
大块彩绘玻璃窗,vitrail
窗玻璃,vitre
装配窗玻璃的小商贩,vitrier
玻璃橱窗。玻璃柜,vitrino
活的,vivant
龙腾,vive
十分,vivement
生活,vivre
心愿,voeu
流行,vogue
航行,voguer
这是,voici
百叶窗,voici
路,voie
那是,voilà
帆,voile
戴着面纱的,voilé
帆船,voilier
看见,voir
诞生,voir,le,jour
甚至,voire
邻边的,voisin
汽车,voiture
声音,voix
偷窃,vol
俯冲飞行,vol,piqué
朝三暮四的,volage
家禽,volaille
方向盘,volant
火山,volcan
火山的,volcanique
起飞,volec
偷,voler
贼,voleur
志愿者,volontaire
意志,volonté
自愿地,volontiers
卷,volume
体积庞大的,volumineux
淫逸的,voluptueux
呕吐,vomir
投票,vote
投票表决,voter
命中注定的,voué,à
想,vouloir
qqn抱怨,vouloir,à
拱顶,voûte
盖有拱顶的,voûté
使加顶,voûter
用您称呼,vouvoiement
旅客,voyageur
预言者,voyante,f
流氓,voyou
真实的,vrai
真实地,vraiment
鉴于,vu
视觉,vue
普通的,vulgaire
火车车厢,wagon
卧铺车厢,wagon-lit
餐车,wagon-restaurant
周末,weekend
威士忌,whisky
风帆冲浪板,windsurf
酸奶,yaourt
虔诚,zèle
微风,zéphireéphyr
零,zéro
成锯齿型,zigzaguer
锌,zinc
锌制品工人,zingueur
地区,zone
动物园,zoo
动物学的,zoologique
1简单地,simplement
Appeler的第1,3人称,appelle
全部,tous
报纸,journaux
投影机,projecteurs
埃伦娜,Hélène
电话,appelle
上午,suis
其他,autres
会,voudrais
您,vous
观看,regardez
电视,télé
唱,chanter
等待,attends
返回,rentre
熄灭,éteignent
全部,toutes
罚则,peines
查找,trouveront
查找,trouverais
天,jours
允许的,accueilli
尼古拉,Nicolas
萨尔科齐,Sarkozy
柏林,Berlin
20,vingt
校长,chancelière
德语,allemande
巴黎,Paris
今天,aujourd’hui
今天,aujourd’hui
纪念,commémoration
停战,armistice
首先,Première
世界,mondiale
编辑,édite
理想,voulue
设计,conçue
新的,nouvel
插曲,épisode
友谊,l’amitié
佛朗哥,franco
前任,décesseurs
五,cinq
他们的,leurs
弗朗西斯,François
密特朗,Mitterrand
赫尔穆特,Helmut
科尔,Kohl
到,tenant
都奥蒙,Douaumont
万,millions
死的,morts
凡尔登,Verdun
意志,seront
蓬蒂切利,Ponticelli
理想,souhaité
理想,souhaité
11,novembre
共享,partagé
乔治,Georges
梭,Clemenceau
查找,retrouvera
邀请,invitée
振兴,raviver
未知,inconnu
发音,prononceront
短的,courte
遗传性,héréditaires
老的,anciens
敌人,ennemis
荣幸,honoré
组织,l’organisation
校准,calibrée
趁,Profitant
特权,rogative
询问,demandent
委员会,commission
敏感,sensible
昂贵,coûteuse
鉴于,donné
公司,cabinets
研究,études
费加罗,Figaro
摘要,succinct
帐户,comptes
爱丽舍宫,l'Élysée
研究,études
次,reprises
爱丽舍宫,l'Élysée
命令,commandées
配售,mise
社会主义,socialistes
基督教,Christian
共和国,République
揭示,révèle
民意调查,sondages
Publifact,Publifact
OpinionWay,OpinionWay
益普索,Ipsos
贾科梅蒂,Giacometti
成本,coûté
欧元,d'euros
大会,l'Assemblée
伯纳德,Bernard
Accoyer,Accoyer
机会,l'opportunité
成本,coûté
责备,reproches
数量,montant
大约,sommes
意志,volonté
操纵,manipuler
艾罗尔特,Ayrault
测试,testant
纳税人,contribuable
会,auraient
规则,règles
报告,rapports
一些,certains
媒体,médias
做,faisons
透明度,transparence
相反,opposé
索瓦代,Sauvadet
勘验,d'inquisition
密封,Sceaux
米歇尔,Michèle
阿利奥,Alliot
玛丽,Marie
制度,institutionnels
控制,contrôle
别墅,sidence
回顾,Rappelant
行政,l'exécutif
具有讽刺意味的,ironisent
应该,faudrait
德维尔潘,villepiniste
恳求,plaide
会,serait
因此,sorte
主张,prône
意志,allons
回旋镖,Boomerang
宪法,constitutionnel
宪法,constitutionnelle
权利,droits
新的,nouveaux
佩尔梅特,permet
建设,renforcement
想要的,voulu
称之为,remettrait
宪法,Constitution
归正,réformée
欢呼,saluée
剥夺,priver
倡议,l'initiative
议会,parlementaire
世界,mondialement
恐吓,terrorisé
美国,américaine
人们,personnes
周,semaines
执行,exécuté
注射液,injection
致命,mortelle
弗吉尼亚州,Virginie
听到,entendu
说,déclaré
监狱,pénitentiaires
特雷勒,Traylor
确认,confirmé
是,était
发音,prononcé
分钟,minutes
管理,administré
药品,drogues
会员,membres
家庭,familles
最高法院,suprême
受害者,victimes
Greensville,Greensville
上诉,recours
被判刑,condamné
总督,gouverneur
也,également
被判刑,condamné
迫在眉睫,l'imminence
执行,exécution
认真,gravement
弱智,mentalement
麻醉,stupéfiant
片面,n'exprimera
意志,sera
妄想,délirant
隐蔽,dissimulait
仅仅,seule
商业,commerciaux
学校,d'écoles
车站,stations
射击,abattue
状态,l'Etat
马里兰州,Maryland
三,trois
有,avaient
受伤,blessées
妇女,femmes
孩子们,enfants
无效,Blancs
黑色,Noirs
似乎,semblait
逃生,échapper
伴随着,accompagné
精英,d'élite
参加,participé
创立,retrouvé
寄托,punaisé
他说,affirmant
射手,tireur
呼叫,Appelez
安全,sécurité
电话,réclamant
大屠杀,massacre
犯罪,criminels
长的,longue
尝试,éprouvante
介入,intervient
异常,inhabituellement
自从,puisqu'un
被判刑,condamné
病人,patiente
平均,moyenne
律师,avocats
晚的,regretté
解释,expliqué
律师,procureurs
使用,utilisent
缩短,écourter
详细,détaillé
抗议,protesté
高的,haute
法院,juridiction
允许的,autorisé
心理,mental
史蒂芬,Steven
屠宰,abattues
痕迹,traces
串联,tandem
著名,fameuse
到,prenant
领域,champ
振兴,ravivant
补充,ajouté
友谊,l'amitié
席卷,balayé
德语,allemand
参加,participé
纪念,commémorant
仪式,cérémonies
接受,acceptant
荣誉,honore
推出,lancé
旅,brigade
纪念,commémorons
强调,souligné
删除,effacé
回应,répondu
过去,passé
这个,Cette
包括,figurait
德斯坦,d'Estaing
倡议,initiative
Variously,diversement
庆祝活动,célébration
可能,risquerait
延续,pérenniser
显然,clairement
回应,répond
部长,ministre
欧洲,européenne
特别,particulière
地点,déroule
连续性,continuité
活动,événements
合理,justifie
已发送,envoyé
操纵,manipule
历史,l'Histoire
遗憾,regrettant
符号,symboles
斜坡,versant
打开,ouvert
争议,controversée
许多,nombreuses
纪念,commémoration
政策,politiques
相信,estiment
法语,française
确认,reconnaît
参与,participation
