算盘,abacus
日渐减少,dwindle
动态的,dynamic
炸药,dynamite
发电机,dynamo
阅读,dyslexia
消化不良,dyspepsia
耳环,earring
屋檐,eaves
偷听,eavesdrop
退潮衰退,ebb
兴高采烈,ebullience
兴冲冲的,ebullient
古怪的,eccentric
反常,eccentricity
蜕皮,ecdysis
折衷的,eclectic
折衷主义,eclecticism
日,eclipse
田园诗,eclogue
节省,economize
狂喜,ecstasy
狂喜的,ecstatic
漩涡,eddy
法令命令,edict
宏伟的建筑物如宫殿,edifice
陶冶,edify
陶冶教诲,edification
擦掉,efface
柔弱的,effeminate
冒泡,effervesce
无生产力的,effete
假人,effigy
不费力的,effortless
厚颜无耻,effrontery
光辉的,effulgent
灿烂的光,effulgence
流出的,effusive
自我中心的,egocentric
主张人人平等的,egalitarian
过份的,egregious
出去,egress
突然叫出或说出,ejaculate
喷出逐出,eject
精致的复杂的,elaborate
消逝,elapse
有弹性的,elastic
得意振奋,elation
选民,electorate
哀歌挽歌,elegy
笨拙的,elephantine
适合被选的,eligible
除去,eliminate
精华,elite
精英论,elitism
椭圆,ellipse
榆树,elm
演说术,elocution
延长,elongate
延伸,elongation
私奔,elope
雄辩的,eloquent
雄辩,eloquence
阐明　说明,elucidate
逃避,elude
难懂的,elusive
使瘦弱,emaciate
瘦弱的,emaciated
解放,emancipate
释放,emancipation
堤岸,embankment
禁运令,embargo
牢牢插于,embed
盗用,embezzle
贪污,embezzlement
使痛苦,embitter
象征,emblem
作为象征的,emblematic
表达,embody
化身,embodiment
加浮雕花纹于,emboss
刺绣,embroider
刺绣,embroidery
牵连,embroil
胚胎,embryo
胚胎的,embryonic
订正,emend
订正,emendation
祖母绿,emerald
出现,emerge
出现,emergence
紧急事件,emergency
自本国移居他国,emigrate
著名的显著的,eminent
卓越杰出,eminence
密使,emissary
放射,emit
发出,emission
润肤剂,emollient
报酬,emolument
心意相通,empathy
经验的实证的,empirical
经验主义,empiricism
雇用,employ
天空天神居处,empyrean
天空的,empyreal
努力赶上或超越,emulate
竞争,emulation
使乳化,emulsify
制定,enact
颁布,enactment
珍爱的,enamoured
装入胶囊,encapsulate
脑炎,encephalitis
使迷醉,enchant
讨人喜欢的,enchanting
着魔,enchantment
译成密码,encipher
圈地,enclosure
赞颂,encomium
包围围绕,encompass
侵占,encroach
侵入,encroachment
妨害,encumber
妨碍物,encumbrance
广博的,encyclopedic
亲爱的行为或话语,endearment
地方性的,endemic
背书,endorsement
使虚弱,enervate
给予选举权,enfranchise
迷人的,engaging
产生,engender
全神贯注于,engross
引人入胜的,engrossing
吞噬,engulf
增加,enhancement
谜,enigma
神秘的,enigmatic
命令,enjoin
煽动,enkindle
开明的,enlightened
教化,enlightenment
入伍从军,enlist
征兵,enlistment
绊住,enmesh
敌意,enmity
极恶,enormity
极大的,enormous
使狂喜,enrapture
安置,ensconce
全体,ensemble
奉为神圣,enshrine
舰旗,ensign
诱入陷阱,ensnare
使纠缠,entangle
纠缠,entanglement
有进取心的,enterprising
迷惑,enthrall
纵恿,entice
诱骗,enticement
使有权,entitle
实体,entity
昆虫学,entomology
恳求,entreat
恳求,entreaty
确立的,entrenched
企业家,entrepreneur
委托,entrust
使缠绕,entwine
列举　枚举,enumerate
发音,enunciate
阐明,enunciation
郊外,environs
正视,envisage
酵素,enzyme
肩章,epaulet
朝生暮死的,ephemeral
美食家,epicure
好享乐的　享乐主义的,epicurean
传染性的,epidemic
表皮,epidermis
警句,epigram
警句的,epigrammatic
收场白,epilogue
认识论,epistemology
书信,epistle
墓志铭,epitaph
短语或形容词,epithet
典型,epitome
纪元,epoch
稳定的,equable
镇定,equanimity
平衡,equilibrium
马的,equine
公平的,equitable
公平,equity
骑术,equitation
相等的,equivalent
相等,equivalence
意义含糊的,equivocal
模棱两可地说,equivocate
根除,eradicate
擦掉,erase
擦掉,erasure
腐蚀,erode
腐蚀,erosion
性爱的,erotic
差使,errand
错误的,errant
代用的,ersatz
博学的,erudite
博学,erudition
爆发,erupt
爆发,eruption
升级,escalate
避开,eschew
秘传的,esoteric
间谍活动,espionage
拥护,espousal
支持,espouse
突然看到,espy
建立,establishment
等级,estate
使疏远,estrange
疏远,estrangement
河口,estuary
蚀刻,etch
蚀刻技术,etching
太空的,ethereal
人种学,ethnography
礼仪　礼节,etiquette
语源学,etymology
桉树,eucalyptus
优生的,eugenic
颂扬的,eulogistic
颂词,eulogy
婉言,euphemism
悦耳的,euphonious
悦耳的语音,euphony
幸福愉快感,euphoria
匀称的　协调的,eurhythmic
撤退,evacuate
逃避,evade
逃避的,evasive
短暂的,evanescent
性情平和的,even-tempered
驱逐,evict
表明,evince
取出肠及内脏,eviscerate
引起,evoke
大口水罐,ewer
加重,exacerbate
苛求的,exacting
强求,exaction
夸张,exaggerate
夸张,exaggeration
赞扬,exalt
得意,exaltation
激怒,exasperate
激怒,exasperation
挖掘,excavate
挖掘,excavation
超过,exceed
过份地,exceedingly
善于,excel
例外,exception
引起反感的,exceptionable
特别的,exceptional
过份荒淫的行为,excesses
国库,exchequer
切除,excise
切除,excision
排斥,exclude
拒绝,exclusion
专用的,exclusive
想出,excogitate
撕去皮,excoriate
开脱,exculpate
短途旅游,excursion
憎恶,execrate
刽子手,executioner
经理,executive
遗嘱执行人,executor
严肃解释注释,exegesis
被免除的,exempt
免除,exemption
运用,exert
努力,exertion
呼出,exhale
疲备,exhaustion
彻底的,exhaustive
风头主义,exhibitionism
喜欢出风头的人,exhibitionist
使高兴,exhilarate
使人兴奋的,exhilarating
力劝,exhort
劝告,exhortation
掘出,exhume
太少的,exiguous
放逐,exile
大批离去,exodus
异族通婚,exogamy
免除责任,exonerate
过份的,exorbitant
驱魔,exorcize
驱鬼,exorcism
珍奇的,exotic
扩大,expand
扩张,expansion
驱逐出国,expatriate
方便,expediency
使加速,expedite
远征,expedition
迅速的,expeditious
排出,expel
驱逐,expulsion
花费,expend
消耗,expenditure
可耗尽的,expendable
专技,expertise
赎罪,expiate
期满,expire
期满,expiration
可解释的,explicable
详细解说,explicate
清楚明确的,explicit
剥削,exploit
探险,explore
探险,exploration
说明者,exponent
阐释,exposition
抗议,expostulate
解释,expound
清楚地,expressly
充公,expropriate
删除,expunge
净化,expurgate
精致的,exquisite
现存的,extant
即席演说,extemporize
掩饰,extenuate
消灭,exterminate
绝种的,extinct
熄灭,extinction
消灭,extirpate
赞美,extol
强索,extort
强取,extortion
引渡回国,extradite
外来的,extraneous
预测,extrapolate
极度,extremity
拯救,extricate
性格外向者,extrovert
外在的,extrinsic
茂盛的,exuberant
使慢慢流出,exude
欢腾,exult
愉悦的,exultant
纺织品,fabric
控造,fabricate
难以置信的,fabulous
建筑物的正面,facade
轻浮的,facetious
容易做的,facile
使容易,facilitate
设备工具,facilities
复制本,facsimile
派系,faction
有派性的,factious
人为的,factitious
杂役,factotum
狂热,fad
流行一时的,faddish
苦干苦工,fag
神仙,fairy
仙境,fairyland
伪造,fake
猎鹰,falcon
谬误,fallacy
欺骗的,fallacious
会犯错的,fallible
休闲地,fallow
窜改,falsify
窜改,falsification
精通,familiarity
使饥饿,famish
非常饥饿的,famished
狂热的,fanatic
夸耀,fanfare
尖牙,fang
幻想曲,fantasia
怪诞的,fantastic
闹剧,farce
交通费,fare
影响深远的,far-reaching
生产一窝小猪,farrow
饰带,fascia
迷惑,fascinate
迷人的,fascinating
魅力,fascination
难取悦的,fastidious
要塞,fastness
宿命,fatality
英　彻底明白,fathom
深不可测的,fathomless
疲乏,fatigue
愚味而不自知的,fatuous
水龙头,faucet
错误,fault
动物区系,fauna
未满周岁的小鹿,fawn
奉承的,fawning
效忠,fealty
可行的,feasible
功绩,feat
发烧的,febrile
无目标无计划的,feckless
肥沃的,fecund
反馈,feedback
假装,feign
假装的,feigned
佯攻,feint
祝贺庆贺,felicitate
适当的,felicitous
幸福,felicity
猫科的,feline
兽皮,fell
重罪犯,felon
重罪,felony
女权运动者,feminist
剑术,fencing
剑客,fencer
挡泥板,fender
使发酵,ferment
发酵,fermentation
羊齿植物,fern
凶猛的,ferocious
凶猛,ferocity
雪貂,ferret
含铁的,ferrous
渡船,ferry
多产的,fertile
肥沃,fertility
热的,fervent
热诚,fervor
节日的,festal
欢乐的,festive
有恶臭的,fetid
神物,fetish
脚镣,fetter
被拘束的,fettered
宿怨,feud
大失败,fiasco
命令,fiat
易变的,fickle
假的虚构的,fictitious
忠实,fidelity
烦躁的,fidgety
恶魔,fiend
极凶恶的,fiendish
残酷的,fierce
无花果,fig
虚构的东西,figment
比喻的,figurative
名义领袖,figurehead
小塑像,figurine
灯丝,filament
偷,filch
文件,file
文件,filings
子女的,filial
妨碍议事,filibuster
金银丝做的工艺品,filigree
肮脏,filth
龌龊的,filthy
应罚款的,finable
终曲,finale
雀科鸣禽如燕雀,finch
技巧计谋手段,finesse
苛求的,finicky
萤火虫,firefly
公款的,fiscal
渔场,fishery
易分裂的,fissile
裂缝,fissure
不安的,fitful
松软的,flabby
松驰的,flaccid
衰退,flag
枯萎的,flaggy
鞭打,flagellate
臭的,flagrant
连枷打,flail
天赋,flair
高射炮,flak
艳丽的,flamboyant
艳丽,flamboyance
易燃的,flammable
凸缘,flange
摇曳,flare
火焰摇曳的,flaring
烧瓶,flask
平台型铁路货车,flatcar
肠胃气胀,flatulence
炫耀,flaunt
香料,flavouring
完美的,flawless
亚麻,flax
剥皮,flay
羽毛长成的,fledged
生羊皮,fleece
短暂的,fleeting
弯曲,flex
易弯曲的,flexible
轻打,flick
闪烁,flicker
轻而薄的,flimsy
畏缩,flinch
打火石,flint
极坚硬的,flinty
无礼,flippancy
挑逗,flirt
调情的,flirtatious
羊群,flock
松软的,floppy
植物群,flora
华丽的,florid
挣扎,flounder
蔑视,flout
波动,fluctuate
有绒毛的,fluffy
侥幸,fluke
考试不及格,flunk
萤光的,fluorescent
脸红,flush
使困惑,fluster
变迁,flux
草料,fodder
小缺点,foible
钝剑,foil
羊栏,fold
叶子,foliage
民俗学,folklore
煽动,foment
煽动,fomentation
抚弄,fondle
食料,foodstuff
鲁莽的,foolhardy
错不了的,foolproof
立足点,foothold
胡闹,footle
自由自在的,footloose
花花公子．,fop
浮华的,foppish
饲料,forage
为动物寻找饲料的人,forager
突袭,foray
自制,forbearance
忍耐的,forbearing
冷峻的,forbidding
n钳子,forceps
浅滩,ford
预兆,forebode
预感,foreboding
排除,foreclose
法庭的,forensic
预兆,forerunner
先发制人,forestall
丧失,forfeit
丧失,forfeiture
铁匠铺,forge
伪造者,forger
伪造,forgery
放弃,forgo
孤独的,forlorn
样式,format
形成的,formative
可怕的,formidable
公式化,formulate
遗弃,forsake
誓绝,forswear
堡垒,fortress
长处,forte
坚毅,fortitude
偶然的,fortuitous
辩论的场所,forum
大胆,forwardness
护城河,fosse
恶臭的,foul
沉没,founder
有四柱的床,four-poster
门厅,foyer
喧嚷,fracas
碎片,fraction
微小的,fractional
易怒的,fractious
骨折,fracture
易碎的,fragile
零碎的,fragmentary
脆弱的,frail
脆弱,frailty
陷害,frame-up
疯狂的,frantic
兄弟的,fraternal
同行,fraternity
欺诈,fraud
欺骗的,fraudulent
充满,fraught
吵架,fray
怪物,freak
雀斑,freckle
高速公路,freeway
狂乱的,frenetic
壁画,fresco
烦躁,fret
烦躁的,fretful
格子细工在木头上雕出各种图案,fretwork
横条,frieze
寒冷,frigidity
须边,fringe
蹦跳,frisk
活泼的,frisky
轻泛的,frivolous
轻浮,frivolity
嬉戏,frolic
快活的,frolicsome
不整洁的,frowzy
结果实,fructify
节约,frugality
挫败,frustrate
逃亡的,fugitive
杠杆支点,fulcrum
浓郁而强烈的,full-bodied
羽毛丰满的,full-fledged
猛烈抨击,fulminate
抨击,fulmination
虚情假意的,fulsome
虚情,fulsomeness
摸索,fumble
愤怒,fume
气味,fumes
以烟熏消毒,fumigate
小官,functionary
磨光,furbish
休假,furlough
犁沟,furrow
偷偷的,furtive
齐射,fusillade
大惊小怪,fuss
爱挑剔的,fussy
空洞的话,fustian
无用,futility
急促而不清楚地说,gabble
虻,gadfly
小工具,gadget
失言,gaffe
鹅群,gaggle
欢乐,gaiety
否认,gainsay
星群,galaxy
星系的,galactic
狂风,gale
胆汁,gall
勇敢的,gallant
船上的厨房,galley
飞奔,gallop
绞刑架,gallows
电镀,galvanize
雀跃,gambol
全音阶,gamut
雄鹅闲逛,gander
跳板,gangway
曲解,garble
栀子花,gardenia
巨大的,gargantuan
滴水嘴,gargoyle
俗丽的,garish
n花环,garland
衣服,garment
收藏,garner
装饰,garnish
阁楼顶楼小室,garret
唠叨的,garrulous
唠叨,garrulity
深长的伤口,gash
胃的,gastric
美食法,gastronomy
笨拙的,gauche
笨拙,gaucherie
俗丽的,gaudy
标准规格,gauge
憔悴的,gaunt
槌,gavel
凝视,gaze
地名词典,gazetteer
宝石,gem
造成,generate
发电机,generator
种类的类属的,generic
慷慨大方,generosity
创始,genesis
遗传的,genetic
遗传学,genetics
愉快的,genial
和蔼,geniality
类型,genre
曲膝半跪,genuflect
有密切关系的,germane
发芽,germinate
老人病学,gerontology
怀孕,gestation
做手势表达,gesticulate
天然热喷泉,geyser
嘲弄,gibe
镀金的,gilded
吸引人的花招,gimmick
姜,ginger
大梁,girder
腰带,girdle
要点,gist
林中的空地,glade
角斗士,gladiator
魅力,glamour
迷人的,glamorous
发出眩目光芒,glare
耀眼的,glaring
亮光,gleam
拾落穗,glean
拾落穗的人,gleaner
所拾得的落穗,gleanings
欢喜,glee
欢乐的,gleeful
流利圆滑的,glib
滑行,glide
发微光,glimmer
瞥见,glimpse
闪烁,glisten
黄昏,gloaming
幸灾乐祸地看,gloat
黑暗,gloom
阴暗的,gloomy
光泽,gloss
光泽的,glossy
字汇表,glossary
怒目而视,glower
葡萄糖,glucose
供过于求,glut
粘的,glutinous
贪吃者,glutton
暴饮暴食,gluttony
多节的,gnarled
对小事斤斤计较,gnat
啃,gnaw
痛苦的,gnawing
片麻岩,gneiss
地下宝藏的守护神,gnome
格言的,gnomic
赶牛棒刺激,goad
贪婪地吃,gobble
高脚酒杯,goblet
大口吞咽,gollop
凝血,gore
满是血的,gory
峡谷贪婪地吃,gorge
美丽的,gorgeous
丑陋女人,gorgon
拼命吃,gormandize
小鹅,gosling
教义,gospel
蛛丝,gossamer
半圆凿,gouge
葫芦,gourd
嗜食者,gourmand
美食家,gourmet
统治,governance
嫁接,graft
谷仓,granary
壮丽,grandeur
adj夸张的,grandiloquent
浮夸的,grandiose
花岗石gran＋ite→颗粒状石头→花岗岩．,granite
粒状的,granular
使成颗粒,granulate
小粒,granule
图表的,graphic
贪心的,grasping
磨碎,grate
刺耳的,grating
感激的,grateful
使高兴,gratify
满足,gratification
无缘无故的,gratuitous
赏钱,gratuity
碎石,gravel
严肃,gravity
吃草,graze
初学者,greenhorn
花房,greenhouse
群居的,gregarious
烤架,gridiron
委屈,grievance
严重伤害的,grievous
烤,grill
银行,grille
冷酷的,grim
做鬼脸,grimace
磨碎,grind
磨刀石,grindstone
引起注意的,gripping
恐怖的,grisly
体弱的,groggy
沙粒,grit
凹线,groove
摸索,grope
不确定的,gropingly
总的,gross
怪诞的,grotesque
牢骚,grouch
松鸡牢骚,grouse
小树林,grove
摇尾乞怜,grovel
乞怜者．,groveler
咆哮,growl
吝啬,grudge
勉强的,grudging
繁重而累人的,gruelling
令人毛骨悚然的,gruesome
喃喃诉苦,grumble
脾气暴躁的,grumpy
谨慎的,guarded
哄笑,guffaw
罪行,guilt
深谷,gulch
易受骗的,gullible
吞食,gulp
涌出,gush
滔滔不绝的说话者,gusher
阵风,gust
品尝,gustation
爱好,gusto
没有勇气的,gutless
水槽,gutter
狼吞虎咽,guttle
喉的,guttural
支索,guy
大吃大喝,guzzle
妇人政治,gynecocracy
妇女的,gynecoid
旋转的旋转．,gyrate
自然环境,habitat
使习惯于,habituate
乱劈,hack
陈腐的,hackneyed
血友病,haemophilia
出血尤指大出血,haemorrhage
止血器,haemostat
柄,haft
憔悴的,haggard
争论,haggle
毛发的,hairy
平静的,halcyon
把⋯视为神圣,hallow
神圣的,hallowed
晕,halo
暂停前进,halt
踌躇的,halting
妨碍,hamper
柄,handle
飞机库,hangar
衣架,hanger
宿醉,hangover
不幸的,hapless
长篇演说,harangue
烦扰,harass
烦扰,harassment
先驱,harbinger
港,harbor
不屈的,hard-bitten
现实的,hardheaded
大胆,hardihood
耐寒的强壮的,hardy
使调和,harmonize
马具,harness
鱼叉,harpoon
键琴,harpsichord
凶恶的老妇,harridan
耙,harrow
