あいかわらず,相変わらず
ごうかく,合格
こうかん,交換
こうぎ,講義
こうぎ,抗議
ごうぎ,合議
こうきゅう,高級
こうきょ,皇居
こうきょう,公共
こうきょう,好況
こうぎょう,工業
こうぎょう,鉱業
こうぎょう,興業
こうくう,航空
こうけい,光景
こうげい,工芸
ごうけい,合計
こうげき,攻撃
こうけん,貢献
こうげん,高原
こうご,交互
こうこう,孝行
こうこう,高校
こうこうと,煌々と
こうこがく,考古学
こうこく,広告
こうさ,交差
こうさい,交際
こうさく,工作
こうさく,耕作
こうさてん,交差点
こうざん,鉱山
こうし,講師
こうじ,工事
こうしき,公式
こうじつ,口実
こうしゃ,校舎
こうしゃ,後者
こうしゅう,公衆
こうしゅう,講習
こうじゅつ,口述
こうじょ,控除
こうしょう,交渉
こうしょう,高尚
こうじょう,向上
こうしん,行進
こうしんりょう,香辛料
こうすい,香水
こうすい,降水
こうずい,洪水
こうせい,公正
こうせい,構成
ごうせい,合成
こうせき,功績
こうせん,光線
こうぜん,公然
こうそう,高層
こうそう,抗争
こうそう,構想
こうぞう,構造
こうそく,高速
こうそく,拘束
こうたい,交替
こうたい,後退
こうたく,光沢
こうだん,公団
こうち,耕地
こうちゃ,紅茶
こうちょう,好調
こうつう,交通
こうつうきかん,交通機関
こうてい,校庭
こうてい,肯定
こうど,高度
こうとう,高等
こうとう,口頭
こうどう,行動
こうどう,講堂
ごうとう,強盗
ごうどう,合同
こうとうがっこう,高等学校
こうどく,講読
こうどく,購読
こうにゅう,購入
こうにん,公認
こうねつひ,光熱費
こうはい,後輩
こうはい,荒廃
こうばい,購買
こうばん,交番
こうひょう,公表
こうひょう,好評
こうふ,交付
こうふく,幸福
こうふく,降伏
こうぶつ,鉱物
こうふん,興奮
こうへい,公平
こうほ,候補
こうぼ,公募
こうみょう,巧妙
こうむ,公務
こうもく,項目
こうよう,公用
こうよう,紅葉
こうり,小売
ごうり,合理
こうりつ,効率
こうりつ,公立
こうりゅう,交流
ごうりゅう,合流
こうりょ,考慮
こうりょく,効力
ごえい,護衛
ごえんりょなく,ご遠慮なく
コート,coat
コート,court
ごかい,誤解
ごがく,語学
こがす,焦がす
こがら,小柄
こぎって,小切手
こきゅう,呼吸
こきょう,故郷
こぐ,漕ぐ
ごく,語句
こくおう,国王
こくご,国語
こくさい,国際
こくさん,国産
こくせき,国籍
こくてい,国定
こくど,国土
こくはく,告白
こくばん,黒板
こくふく,克服
こくぼう,国防
こくみん,国民
こくもつ,穀物
こくゆう,国有
ごくらく,極楽
こくりつ,国立
こくれん,国連
ごくろうさま,ご苦労様
こげちゃ,こげ茶
こげる,焦げる
ごげん,語源
ここ,個々
ごご,午後
こごえる,凍える
ここち,心地
ここのか,九日
ここのつ,九つ
こころあたり,心当たり
こころえ,心得
こころえる,心得る
こころがけ,心掛け
こころがける,心掛ける
こころざす,志す
こころづよい,心強い
こころぼそい,心細い
こころみ,試み
こころみる,試みる
こころよい,快い
ごさ,誤差
こじ,孤児
こしかけ,腰掛け
こしかける,腰掛ける
ごじゅうおん,五十音
こしょう,故障
こしょう,胡椒
こじん,個人
こじん,故人
こする,擦る
こせい,個性
こせき,戸籍
こぜに,小銭
ごぜん,午前
ごぞんじですか,ご存知ですか
こたい,固体
こだい,古代
こたえ,答え
こたえる,答える
ごちそう,ご馳走
ごちそうさま,ご馳走様でした
こちょう,誇張
こっか,国家
こっかい,国会
こづかい,小遣い
こっきょう,国境
こっけい,滑稽
こっこう,国交
こっせつ,骨折
こづつみ,小包
こっとうひん,骨董品
こてい,固定
こてん,古典
ことがら,事柄
こどく,孤独
ことし,今年
ことづける,言付ける
ことづて,言付て
ことなる,異なる
ことに,殊に
ことば,言葉
ことばづかい,言葉遣い
こども,子供
ことり,小鳥
ことわる,断る
こなごな,粉々
このあいだ,こないだ
このましい,好ましい
このみ,好み
このむ,好む
ごはん,御飯
ごばん,碁盤
ごぶさた,ご無沙汰
こべつ,個別
こまかい,細かい
こまやか,細やか
こまる,困る
こむぎ,小麦
こめる,込める
ごめん,御免
ごめんください,御免ください
ごめんなさい,御免なさい
こや,小屋
こゆう,固有
こゆび,小指
こよう,雇用
ごらく,娯楽
こらす,凝らす
ごらん,御覧
ごらんなさい,御覧なさい
こりつ,孤立
こりる,懲りる
こる,凝る
ころがす,転がす
ころがる,転がる
ころす,殺す
ころぶ,転ぶ
こわれる,壊れる
こんかい,今回
こんき,根気
こんきょ,根拠
こんけつ,混血
こんご,今後
こんごう,混合
こんざつ,混雑
こんだて,献立
こんちゅう,昆虫
こんてい,根底
こんど,今度
こんどう,混同
こんなん,困難
こんぽん,根本
こんやく,婚約
こんらん,混乱
さいかい,再会
さいがい,災害
ざいがく,在学
さいきん,最近
さいきん,細菌
さいく,細工
さいくつ,採掘
さいけつ,採決
さいけん,再建
さいげん,再現
ざいげん,財源
さいご,最後
ざいこ,在庫
さいこう,最高
さいさん,再三
さいさん,採算
ざいさん,財産
さいじつ,祭日
さいしゅう,採集
さいしゅう,最終
さいしょ,最初
さいせい,再生
ざいせい,財政
さいぜん,最善
さいそく,催促
さいたく,採択
さいちゅう,最中
さいてい,最低
さいてん,採点
さいなん,災難
さいのう,才能
さいばい,栽培
さいはつ,再発
さいばん,裁判
さいふ,財布
さいほう,裁縫
さいぼう,細胞
ざいもく,材木
さいよう,採用
ざいりょう,材料
さいわい,幸い
さえぎる,遮る
さえる,冴える
さかえる,栄える
さがく,差額
さかさ,逆さ
さかさま,逆様
さかだち,逆立ち
さかば,酒場
さからう,逆らう
さかり,盛り
さがる,下がる
さかん,盛ん
さぎ,詐欺
さきほど,先程
さぎょう,作業
さく,咲く
さく,裂く
さくいん,索引
さくげん,削減
さくご,錯誤
さくしゃ,作者
さくじょ,削除
さくせん,作戦
さくひん,作品
さくぶん,作文
さくもつ,作物
さぐる,探る
さけび,叫び
さけぶ,叫ぶ
さける,裂ける
さける,避ける
さげる,下げる
ささえる,支える
ささげる,捧げる
ささやく,囁く
ささる,刺さる
さしあげる,差し上げる
ざしき,座敷
さしず,指図
さしだす,差し出す
さしつかえ,差し支え
さしつかえる,差し支える
さしひき,差し引き
さしひく,差し引く
さしみ,刺身
さすが,流石
さずける,授ける
ざせき,座席
さぞ,さぞや・さぞかし
さそう,誘う
さだまる,定まる
さだめる,定める
ざだんかい,座談会
さつえい,撮影
ざつおん,雑音
さっか,作家
ざっか,雑貨
さっかく,錯覚
さっきょく,作曲
ざっし,雑誌
さつじん,殺人
さっする,察する
さっそく,早速
ざつだん,雑談
さとう,砂糖
さとる,悟る
さばく,砂漠
さばく,裁く
さび,錆び
さびしい,寂しい
ざひょう,座標
さびる,錆びる
ざぶとん,座布団
さべつ,差別
さほう,作法
さまざま,様々
さます,冷ます
さます,覚ます
さまたげる,妨げる
さむい,寒い
さむけ,寒気
さめる,冷める
さめる,覚める
さゆう,左右
さよう,作用
さらいげつ,再来月
さらいしゅう,再来週
さらいねん,再来年
さらに,更に
さる,去る
さわがしい,騒がしい
さわぎ,騒ぎ
さわる,触る
さわる,障る
さんか,参加
さんか,酸化
さんかく,三角
さんがく,山岳
さんぎいん,参議院
さんきゅう,産休
さんぎょう,産業
ざんきん,残金
さんご,産後
さんこう,参考
ざんこく,残酷
さんしゅつ,産出
さんしょう,参照
さんじょう,参上
さんすう,算数
さんせい,賛成
さんせい,酸性
さんそ,酸素
ざんだか,残高
さんち,産地
ざんねん,残念
さんばし,桟橋
さんび,賛美
さんぷく,山腹
さんふじんか,産婦人科
さんぶつ,産物
さんぽ,散歩
さんみゃく,山脈
さんりん,山林
しあい,試合
しあがり,仕上がり
しあがる,仕上がる
しあげ,仕上げ
しあげる,仕上げる
しあわせ,幸せ
しいく,飼育
しいて,強いて
しいれる,仕入れる
しいる,強いる
じいん,寺院
じえい,自衛
ジェットき,ジェット機
しおからい,塩辛い
しか,歯科
じが,自我
しかい,司会
しがい,市街
しかく,四角
しかく,資格
しかく,視覚
じかく,自覚
しかけ,仕掛け
しかける,仕掛ける
しかた,仕方
しかたがない,仕方がない
しかる,叱る
じかん,時間
じかんわり,時間割
しきたり,四季
しき,指揮
じき,時期
じき,磁気
じき,磁器
しきさい,色彩
しきじょう,式場
しきち,敷地
しきゅう,支給
しきゅう,至急
じぎょう,事業
しきる,仕切る
しきん,資金
しくじる,敷く
しくみ,仕組み
しけい,死刑
しげき,刺激
しける,湿気る
しげる,茂る
しけん,試験
しげん,資源
じけん,事件
じこ,事故
じこ,自己
しこう,施行
しこう,思考
しこう,志向
しこう,嗜好
じこう,事項
じこく,時刻
じこくひょう,時刻表
じごく,地獄
しごと,仕事
じさ,時差
じざい,自在
しさつ,視察
じさつ,自殺
しさん,資産
じさん,持参
しじ,指示
しじ,支持
じじつ,事実
じしゃく,磁石
ししゃごにゅう,四捨五入
じしゅ,自主
じしゅ,自首
ししゅう,刺繍
しじゅう,始終
じしゅう,自習
ししゅつ,支出
じしょ,辞書
しじょう,市場
じじょう,事情
じしょく,辞職
しじん,詩人
じしん,自信
じしん,自身
じしん,地震
しずか,静か
しずまる,静まる
しずむ,沈む
しずめる,沈める
しせい,姿勢
しせつ,施設
しぜんかがく,自然科学
しぜん,自然
じぜん,事前
しそう,思想
しそく,子息
じそく,時速
じぞく,持続
しそん,子孫
じそんしん,自尊心
したい,死体
しだい,次第
じたい,事態
じたい,字体
じたい,辞退
じだい,時代
したう,慕う
したがう,従う
したがき,下書き
したがって,従って
したぎ,下着
したく,支度
じたく,自宅
したごころ,下心
したじ,下地
したしい,親しい
したしむ,親しむ
したしらべ,下調べ
したてる,仕立てる
したどり,下取り
したび,下火
したまち,下町
じち,自治
じっか,実家
しっかく,失格
じっかん,実感
しつぎ,質疑
しっきゃく,失脚
しつぎょう,失業
じつぎょうか,実業家
しっけ,湿気
しつける,躾る
じっけん,実験
じつげん,実現
じっこう,実行
じっさい,実際
じっし,実施
じっしつ,実質
じっしゅう,実習
じつじょう,実情
じっせき,実績
じっせん,実践
しっそ,質素
じったい,実態
しっちょう,失調
しっと,嫉妬
しつど,湿度
しっぱい,失敗
じっぴ,実費
しっぴつ,執筆
じつぶつ,実物
しつぼう,失望
しつもん,質問
じつよう,実用
じつりょく,実力
しつれい,失礼
しつれいします,失礼します
しつれいしました,失礼しました
じつれい,実例
しつれん,失恋
してい,指定
してき,指摘
してつ,私鉄
してん,支店
してん,視点
じてん,辞典
じてん,自転
じてんしゃ,自転車
しどう,指導
じどう,自動
じどう,児童
じどうし,自動詞
じどうしゃ,自動車
しなもの,品物
しにょう,し尿
しぬ,死ぬ
じぬし,地主
しのぐ,凌ぐ
しはい,支配
しばい,芝居
しはつ,始発
しばふ,芝生
しはらい,支払
しはらう,支払う
しばる,縛る
じばん,地盤
じびか,耳鼻科
じびき,字引
しぶい,渋い
しぶつ,私物
じぶん,自分
しへい,紙幣
しほう,司法
しぼう,死亡
しぼう,脂肪
しぼう,志望
しぼる,絞る
しほん,資本
しまい,終わり｣
しまい,姉妹
しまつ,始末
しまる,閉まる
じまん,自慢
じみ,地味
しみる,染みる
しみる,滲みる
しみん,市民
じむ,事務
しめい,氏名
しめい,使命
しめきり,締め切り
しめきる,締め切る
しめす,示す
しめる,占める
しめる,湿る
しめる,閉める
しめる,締める
じめん,地面
じもと,地元
しや,視野
しゃかい,社会
しゃかいがくかがく,社会科学
じゃぐち,蛇口
じゃくてん,弱点
しゃこ,車庫
しゃこう,社交
しゃしょう,車掌
しゃしん,写真
しゃせい,写生
しゃせつ,社説
しゃぜつ,謝絶
しゃたく,社宅
じゃっかん,若干
しゃっきん,借金
じゃま,邪魔
しゃみせん,三味線
しゃめん,斜面
じゃり,砂利
しゃりん,車輪
